Post_ID,Post_Type,Date,Likes,Shares,Comments,Views,Engagement_Score,User_ID,Platform,Tags
P00283,Image,2023-04-14,3405,1214,1652,14516,2221.8,U00814,Twitter,"#event,#cosplay"
P00284,Video,2023-09-06,967,183,1689,20395,948.4,U00541,Twitter,#event
P00285,Text,2023-02-24,2105,1245,979,11804,1509.2,U00029,Instagram,"#stream,#cosplay"
P00286,Text,2023-04-05,2784,780,914,8486,1621.8,U00655,YouTube,"#update,#cosplay,#guide"
P00287,Text,2023-08-03,1584,523,2712,89555,1604.1,U00167,Twitter,#event
P00288,Image,2024-01-23,3296,1692,1307,38907,2218.1,U00758,Twitter,#cosplay
P00289,Video,2023-11-13,1091,1111,1386,26721,1185.5,U00695,YouTube,"#event,#fanart"
P00290,Image,2024-03-17,1471,1604,2384,58463,1784.8,U00995,Facebook,#guide
P00291,Image,2023-01-25,2193,264,1224,31669,1323.6,U00441,Twitter,#announcement
P00292,Video,2023-05-01,1010,1100,2244,58185,1407.2,U00448,Instagram,"#guide,#event,#fanart"
P00293,Text,2024-05-15,3814,178,1918,10189,2154.4,U00035,Twitter,#update
P00294,Text,2023-10-30,3841,1482,187,69200,2037.1,U00397,YouTube,"#update,#cosplay,#announcement"
P00295,Text,2023-11-27,631,1202,2098,80267,1242.4,U00531,Instagram,#announcement
P00296,Video,2023-07-13,3787,76,1675,53972,2040.1,U00832,YouTube,"#event,#cosplay,#guide"
P00297,Video,2024-04-01,789,271,2159,33927,1044.6,U00395,YouTube,#guide
P00298,Video,2023-10-23,4438,725,17,52012,1997.8,U00888,YouTube,#cosplay
P00299,Image,2024-01-26,1679,1316,1098,46145,1395.8,U00665,YouTube,#announcement
P00300,Video,2024-02-07,391,697,2778,32115,1198.9,U00534,Twitter,#fanart
P00301,Text,2024-01-07,3779,1545,397,38953,2094.2,U00575,Facebook,"#guide,#stream,#announcement"
P00302,Text,2023-05-07,2299,1584,669,85045,1595.5,U00265,YouTube,"#update,#announcement,#event"
P00303,Image,2023-03-04,2892,145,1742,59064,1722.9,U00007,YouTube,"#announcement,#cosplay"
P00304,Text,2023-09-20,1048,501,2792,64311,1407.1,U00596,YouTube,"#stream,#fanart"
P00305,Video,2023-05-04,3887,655,1653,79712,2247.2,U00049,Twitter,"#event,#fanart"
P00306,Video,2023-04-02,2220,392,2757,21378,1832.7,U00508,YouTube,#announcement
P00307,Video,2023-05-09,4746,50,1496,71395,2362.2,U00306,Twitter,#guide
P00308,Image,2023-03-03,3612,74,2890,84237,2334.0,U00352,Instagram,"#fanart,#guide"
P00309,Video,2023-03-15,3020,1498,1490,73706,2104.4,U00697,Instagram,"#cosplay,#guide,#stream"
P00310,Video,2024-04-25,4959,437,2604,67594,2895.9,U00411,YouTube,"#announcement,#cosplay"
P00311,Text,2023-06-17,2873,1189,622,19927,1692.5,U00408,YouTube,#update
P00312,Image,2024-04-16,60,1516,851,87509,734.1,U00041,Instagram,"#guide,#stream,#update"
P00313,Image,2024-04-28,3041,1508,2309,88008,2361.5,U00291,Twitter,"#stream,#update"
P00314,Text,2023-09-26,3501,129,2176,44807,2091.9,U00720,Instagram,"#announcement,#event,#fanart"
P00315,Text,2023-10-06,4629,995,2506,40541,2901.9,U00515,YouTube,"#update,#announcement"
P00316,Image,2023-04-06,2970,166,259,31406,1315.5,U00268,Instagram,"#stream,#guide,#announcement"
P00317,Image,2023-03-10,2670,595,44,35123,1259.7,U00753,Facebook,"#update,#stream,#fanart"
P00318,Video,2024-01-25,4545,727,2741,74950,2858.4,U00966,Twitter,"#announcement,#update,#cosplay"
P00319,Text,2024-03-09,494,941,2899,36867,1349.6,U00725,Facebook,#update
P00320,Text,2023-11-19,555,466,1958,4770,949.2,U00902,Twitter,#event
P00321,Video,2023-11-01,1937,996,2900,95481,1943.6,U00223,Instagram,"#fanart,#guide"
P00322,Text,2024-01-19,1122,418,315,68403,668.7,U00182,Instagram,"#announcement,#cosplay"
P00323,Text,2024-01-31,877,614,333,17549,634.9,U00944,YouTube,"#guide,#announcement,#cosplay"
P00324,Image,2023-08-03,771,1356,2456,38208,1452.0,U00393,Facebook,"#update,#guide"
P00325,Video,2023-01-24,1136,771,1656,92001,1182.5,U00022,YouTube,"#announcement,#event"
P00326,Image,2023-03-21,2848,26,1242,81988,1519.6,U00446,Twitter,"#announcement,#cosplay,#event"
P00327,Video,2023-02-22,3081,290,2869,24179,2180.1,U00585,Twitter,"#update,#fanart"
P00328,Video,2023-06-01,4106,347,1153,86264,2092.4,U00138,Instagram,#fanart
P00329,Text,2023-03-05,3457,782,196,33905,1676.2,U00861,Twitter,"#announcement,#guide,#fanart"
P00330,Image,2023-03-21,633,1542,870,65894,976.8,U00193,Twitter,"#guide,#fanart,#announcement"
P00331,Video,2023-09-17,1516,1965,1630,4294,1684.9,U00270,Twitter,"#stream,#guide,#fanart"
P00332,Text,2023-07-29,4236,426,659,67725,2019.9,U00305,Facebook,#cosplay
P00333,Image,2023-11-07,3635,1928,2490,83091,2779.4,U00067,Facebook,"#stream,#guide"
P00334,Image,2024-03-14,2065,335,2765,16521,1756.0,U00373,Instagram,"#guide,#stream"
P00335,Text,2023-03-15,834,1590,2004,7488,1411.8,U00243,Instagram,"#event,#guide"
P00336,Text,2023-07-29,3211,780,403,89418,1639.3,U00817,Instagram,#announcement
P00337,Video,2023-02-14,4308,1229,1295,50519,2480.4,U00918,Instagram,#event
P00338,Video,2023-05-02,2618,551,1992,80329,1810.1,U00821,Instagram,"#update,#fanart,#event"
P00339,Image,2024-03-17,953,410,2638,83864,1295.6,U00848,YouTube,"#fanart,#update,#stream"
P00340,Video,2023-10-22,2256,435,1936,96002,1613.7,U00501,YouTube,#cosplay
P00341,Video,2023-12-15,3456,1828,824,85599,2178.0,U00570,YouTube,"#fanart,#cosplay"
P00342,Video,2024-04-22,2435,1803,2331,92204,2214.2,U00212,Instagram,#guide
P00343,Image,2023-04-29,3558,440,746,22361,1779.0,U00048,YouTube,#stream
P00344,Text,2024-03-17,3548,191,1354,36527,1882.7,U00014,Facebook,#cosplay
P00345,Video,2024-02-13,2547,1641,2809,33742,2353.8,U00623,YouTube,#cosplay
P00346,Text,2023-12-22,2766,1592,2804,61152,2425.2,U00027,Instagram,"#cosplay,#stream"
P00347,Image,2023-06-12,603,331,1641,14445,832.8,U00944,Twitter,#guide
P00348,Video,2023-03-02,4761,1692,1357,84416,2819.1,U00436,Facebook,"#stream,#fanart,#event"
P00349,Video,2023-10-09,4583,1822,596,42881,2558.6,U00003,Twitter,"#update,#event"
P00350,Image,2023-09-03,1730,1416,1738,50634,1638.2,U00978,YouTube,#cosplay
P00351,Text,2023-07-10,3364,445,831,27613,1728.4,U00314,Facebook,#event
P00352,Text,2023-11-07,2652,1936,704,1055,1852.8,U00244,Instagram,"#fanart,#cosplay"
P00353,Image,2023-10-24,4316,675,976,28797,2221.7,U00785,YouTube,"#cosplay,#update"
P00354,Video,2023-12-15,4025,1960,1742,66146,2720.6,U00530,Facebook,"#fanart,#update,#guide"
P00355,Video,2023-11-26,4838,964,2039,40239,2836.1,U00135,Facebook,"#cosplay,#update,#guide"
P00356,Video,2023-07-11,3308,1474,1742,25761,2288.0,U00696,Twitter,"#update,#guide,#cosplay"
P00357,Video,2023-10-17,2746,1219,2464,91659,2203.3,U00234,Facebook,"#announcement,#event"
P00358,Image,2023-07-06,1794,889,94,8361,1012.5,U00187,Facebook,#event
P00359,Image,2023-06-09,3815,112,400,40923,1679.6,U00697,Twitter,#announcement
P00360,Video,2023-10-06,1292,1303,1153,74900,1253.6,U00199,Facebook,"#event,#guide"
P00361,Video,2023-03-07,1828,1510,231,57933,1253.5,U00733,Twitter,#update
P00362,Text,2024-01-12,4747,379,2967,77031,2902.6,U00427,Facebook,"#event,#cosplay"
P00363,Text,2023-03-09,54,1010,1138,49559,666.0,U00307,YouTube,#stream
P00364,Text,2023-10-29,612,576,883,95608,682.5,U00758,Facebook,#guide
P00365,Video,2023-10-04,1795,1240,1172,63536,1441.6,U00617,Twitter,"#fanart,#stream"
P00366,Video,2024-02-05,3986,1708,1867,55330,2666.9,U00340,Instagram,#announcement
P00367,Image,2023-02-17,4628,1376,1747,42052,2788.1,U00210,YouTube,"#guide,#update,#stream"
P00368,Image,2024-02-20,1780,378,2493,32731,1573.3,U00804,YouTube,#update
P00369,Image,2023-06-16,2359,206,1462,83763,1444.0,U00343,Facebook,"#update,#announcement"
P00370,Video,2024-03-31,1602,725,173,24233,910.2,U00473,Twitter,"#cosplay,#announcement,#update"
P00371,Video,2023-03-29,1921,893,1138,50480,1377.7,U00384,Instagram,"#update,#announcement"
P00372,Video,2023-08-18,4527,1890,1695,56162,2886.3,U00454,YouTube,"#fanart,#guide,#stream"
P00373,Text,2023-01-23,2749,890,1477,18672,1809.7,U00802,Instagram,"#guide,#update,#event"
P00374,Video,2024-05-11,2145,702,1734,37678,1588.8,U00291,Facebook,#event
P00375,Text,2023-11-13,2326,1593,194,54349,1466.5,U00712,Twitter,"#event,#announcement,#stream"
P00376,Text,2023-11-22,2984,208,38,60671,1267.4,U00503,Facebook,#announcement
P00377,Text,2024-04-16,4635,941,2787,52777,2972.4,U00667,Facebook,#event
P00378,Video,2024-03-13,4689,351,1037,81099,2292.0,U00303,Twitter,"#guide,#update"
P00379,Image,2023-06-08,4791,259,2719,55217,2809.8,U00100,Facebook,#stream
P00380,Text,2024-02-23,3753,434,2362,69071,2340.0,U00444,Instagram,#event
P00381,Text,2023-05-19,1553,749,1402,24982,1266.5,U00575,Facebook,"#update,#cosplay"
P00382,Text,2024-02-24,4056,1222,2575,9544,2761.5,U00051,YouTube,"#announcement,#update,#stream"
P00383,Video,2023-03-03,985,1707,1908,94837,1478.5,U00372,YouTube,"#cosplay,#event"
P00384,Text,2023-06-02,600,464,395,71124,497.7,U00165,Facebook,#fanart
P00385,Image,2023-09-06,590,72,2070,39295,878.6,U00340,YouTube,#cosplay
P00386,Text,2023-10-03,3178,1035,444,19305,1714.9,U00191,Twitter,#cosplay
P00387,Image,2023-04-03,1678,1326,978,30445,1362.4,U00540,YouTube,"#event,#update"
P00388,Text,2023-05-05,4647,770,66,43282,2109.6,U00174,Facebook,#stream
P00389,Video,2023-05-20,4138,1091,728,82004,2200.9,U00320,Twitter,"#stream,#cosplay,#fanart"
P00390,Text,2024-02-02,2025,489,544,31977,1119.9,U00644,Facebook,#event
P00391,Text,2024-04-13,1013,895,267,48953,753.8,U00625,Facebook,"#event,#fanart"
P00392,Image,2023-06-10,4477,1101,336,15854,2221.9,U00997,Instagram,"#guide,#announcement"
P00393,Image,2023-11-16,711,580,2168,18999,1108.8,U00417,Twitter,#event
P00394,Video,2023-07-25,4407,960,762,23807,2279.4,U00271,YouTube,"#stream,#update,#announcement"
P00395,Text,2023-07-26,4579,929,868,68035,2370.7,U00380,Instagram,"#fanart,#update,#guide"
P00396,Image,2023-10-01,160,70,2287,10277,771.1,U00878,Facebook,"#event,#fanart"
P00397,Video,2023-02-26,897,1792,624,80627,1083.6,U00352,Facebook,"#event,#update,#cosplay"
P00398,Video,2024-03-04,1607,732,647,47061,1056.5,U00594,Facebook,#announcement
P00399,Image,2023-09-02,2584,610,555,40209,1383.1,U00600,Facebook,"#stream,#announcement"
P00400,Text,2023-05-06,3502,1887,1414,36247,2391.1,U00090,Facebook,"#stream,#update"
P00401,Video,2023-12-21,3483,1620,2639,78683,2670.9,U00587,Twitter,#event
P00402,Text,2023-04-15,3958,1752,2212,64800,2772.4,U00766,Twitter,#cosplay
P00403,Text,2023-08-19,4080,1357,1136,4345,2379.9,U00082,Facebook,"#update,#fanart"
P00404,Video,2023-12-31,1078,403,1495,19547,1000.6,U00956,Twitter,"#announcement,#update,#event"
P00405,Image,2024-02-12,395,1361,2911,21753,1439.6,U00693,Instagram,#cosplay
P00406,Video,2023-10-29,3852,1885,1864,82206,2665.5,U00196,YouTube,#announcement
P00407,Video,2023-10-23,3677,1392,1483,67430,2333.3,U00707,Facebook,"#cosplay,#guide"
P00408,Image,2024-04-18,2873,1408,85,20494,1597.1,U00800,YouTube,#stream
P00409,Image,2023-05-16,2172,1162,1433,50795,1647.3,U00379,YouTube,"#announcement,#cosplay"
P00410,Text,2023-03-31,2787,926,2397,8659,2111.7,U00127,Facebook,#update
P00411,Image,2023-07-13,295,1144,839,84258,712.9,U00953,YouTube,"#guide,#update,#cosplay"
P00412,Text,2023-02-04,3399,1826,1392,72030,2325.0,U00632,Instagram,#fanart
P00413,Video,2023-02-12,1550,1406,2430,69872,1770.8,U00567,Facebook,"#guide,#fanart,#event"
P00414,Video,2024-01-26,239,71,970,96423,407.9,U00299,Twitter,"#event,#cosplay"
P00415,Text,2023-12-10,782,453,1698,35624,958.1,U00475,Twitter,#cosplay
P00416,Text,2023-09-09,743,551,2916,41947,1337.3,U00404,YouTube,"#cosplay,#fanart"
P00417,Text,2024-01-30,4784,1150,2464,20882,2997.8,U00182,Twitter,#cosplay
P00418,Text,2023-04-18,2752,340,1336,506,1603.6,U00841,Twitter,"#update,#fanart,#event"
P00419,Text,2023-09-21,214,1261,423,40572,590.8,U00902,YouTube,#fanart
P00420,Video,2023-02-03,2469,1345,2320,49348,2087.1,U00808,Instagram,"#event,#cosplay,#stream"
P00421,Text,2023-12-14,2399,675,2822,97776,2008.7,U00026,Twitter,#fanart
P00422,Text,2023-08-20,4934,282,1438,98892,2489.6,U00684,Twitter,"#stream,#announcement,#update"
P00423,Image,2023-11-25,475,991,1616,84726,972.1,U00145,Instagram,"#stream,#announcement,#guide"
P00424,Image,2024-03-07,4757,613,500,64998,2236.7,U00703,YouTube,"#event,#update,#announcement"
P00425,Text,2023-08-13,4672,210,2584,32683,2707.0,U00280,YouTube,"#guide,#fanart"
P00426,Text,2024-04-15,530,291,1863,1955,858.2,U00036,Facebook,#cosplay
P00427,Video,2023-07-25,894,1143,1546,31955,1164.3,U00531,Facebook,"#fanart,#announcement"
P00428,Text,2024-01-07,3350,390,2459,73767,2194.7,U00398,YouTube,"#cosplay,#event"
P00429,Text,2024-01-10,3384,1241,894,42922,1994.1,U00415,Facebook,"#update,#event"
P00430,Video,2023-12-29,1126,847,2801,58143,1544.8,U00471,Twitter,"#update,#event"
P00431,Image,2023-09-27,118,1978,2858,57786,1498.0,U00140,Instagram,"#fanart,#guide,#announcement"
P00432,Text,2023-08-13,3190,1712,2120,54090,2425.6,U00098,YouTube,#cosplay
P00433,Video,2024-01-12,2245,1244,1196,26402,1630.0,U00605,Instagram,"#event,#announcement"
P00434,Image,2023-06-12,817,1529,2294,67838,1473.7,U00464,YouTube,"#update,#stream,#cosplay"
P00435,Image,2023-07-30,300,348,1986,60512,820.2,U00232,Twitter,"#announcement,#stream"
P00436,Text,2023-12-28,4663,1290,1255,22811,2628.7,U00998,Facebook,"#stream,#cosplay,#announcement"
P00437,Video,2023-08-25,3656,613,573,95225,1818.2,U00334,Twitter,"#stream,#update,#guide"
P00438,Video,2023-09-30,2838,506,2993,65411,2184.9,U00558,Facebook,#guide
P00439,Text,2023-05-17,3059,1843,833,74764,2026.4,U00607,Facebook,"#event,#announcement"
P00440,Text,2024-03-14,4398,356,713,69252,2079.9,U00335,Twitter,"#fanart,#update,#stream"
P00441,Text,2023-11-14,4555,1467,328,92130,2360.5,U00889,Twitter,"#stream,#update"
P00442,Text,2023-09-27,200,211,1208,63413,505.7,U00733,Facebook,#fanart
P00443,Video,2023-08-23,3511,1516,1248,17749,2233.6,U00852,YouTube,#fanart
P00444,Text,2023-05-01,4897,187,2896,74964,2883.7,U00095,Instagram,"#guide,#announcement"
P00445,Video,2023-01-22,1922,1560,2598,55810,2016.2,U00415,YouTube,"#update,#announcement"
P00446,Text,2024-04-18,3191,544,2210,39780,2102.6,U00572,Instagram,"#announcement,#fanart,#event"
P00447,Text,2023-08-22,3103,1482,2198,38948,2345.2,U00865,Instagram,#fanart
P00448,Image,2024-03-30,4837,845,2458,67069,2925.7,U00492,YouTube,"#fanart,#update,#event"
P00449,Video,2024-03-18,1071,546,992,41418,889.8,U00938,Facebook,"#fanart,#update,#guide"
P00450,Video,2023-07-24,1031,1456,922,24350,1125.8,U00954,Facebook,"#fanart,#stream,#announcement"
P00451,Image,2024-02-19,3526,1200,2864,32747,2629.6,U00257,Facebook,"#event,#announcement,#update"
P00452,Image,2023-09-08,521,441,2123,86064,977.6,U00554,Facebook,#announcement
P00453,Text,2023-08-04,1293,948,257,71318,878.7,U00568,Twitter,"#stream,#event"
P00454,Image,2023-02-17,155,621,1587,81431,724.4,U00487,Twitter,"#fanart,#announcement"
P00455,Text,2023-09-19,2355,1797,1105,54770,1812.6,U00859,Instagram,"#guide,#stream"
P00456,Text,2023-08-18,3206,1919,1153,4242,2204.0,U00539,Facebook,"#cosplay,#event"
P00457,Image,2023-03-08,819,381,2984,28475,1337.1,U00795,Facebook,"#update,#announcement"
P00458,Image,2024-04-10,3540,166,1248,26040,1840.2,U00054,YouTube,#event
P00459,Video,2023-08-27,781,1086,548,53188,802.6,U00394,YouTube,"#cosplay,#stream,#fanart"
P00460,Video,2023-11-30,1030,1000,110,65105,745.0,U00369,YouTube,"#announcement,#guide,#update"
P00461,Video,2023-08-06,4829,1984,389,55649,2643.5,U00002,Twitter,"#fanart,#stream,#guide"
P00462,Text,2023-07-13,3461,623,362,47676,1679.9,U00158,Facebook,"#event,#guide"
P00463,Image,2023-09-16,1755,814,2063,68896,1565.1,U00010,Twitter,"#cosplay,#event,#fanart"
P00464,Video,2023-04-17,377,902,1676,64870,924.2,U00955,YouTube,"#event,#guide,#stream"
P00465,Video,2024-05-11,4218,1806,1497,76570,2678.1,U00503,Facebook,"#guide,#cosplay,#fanart"
P00466,Text,2023-02-13,4015,1848,197,73928,2219.5,U00586,YouTube,"#event,#cosplay"
P00467,Video,2023-09-08,1476,463,1637,739,1220.4,U00141,YouTube,"#guide,#cosplay"
P00468,Text,2024-02-18,4056,1148,2008,24894,2569.2,U00797,Facebook,"#announcement,#guide"
P00469,Image,2023-08-11,2629,476,857,10828,1451.5,U00263,Facebook,#cosplay
P00470,Image,2023-02-24,4842,460,427,63302,2202.9,U00641,Facebook,"#update,#cosplay,#guide"
P00471,Image,2023-01-31,2307,1970,672,52206,1715.4,U00748,Facebook,"#guide,#announcement,#cosplay"
P00472,Text,2024-01-28,932,156,2316,84820,1114.4,U00843,Instagram,#cosplay
P00473,Text,2023-12-27,1766,1792,1025,33916,1551.5,U00795,Facebook,#fanart
P00474,Video,2023-05-09,4783,1831,2254,28687,3138.7,U00119,Twitter,"#stream,#event"
P00475,Image,2023-09-14,1286,1554,625,33480,1168.1,U00318,YouTube,"#guide,#announcement,#cosplay"
P00476,Video,2023-06-06,2618,1231,1956,30595,2003.3,U00867,YouTube,"#update,#stream,#fanart"
P00477,Image,2024-05-08,43,130,1873,26092,618.1,U00755,YouTube,"#announcement,#fanart,#event"
P00478,Image,2023-07-24,85,1519,890,69105,756.7,U00819,YouTube,"#update,#stream,#announcement"
P00479,Image,2023-07-27,3289,904,1618,56903,2072.2,U00324,Twitter,"#event,#guide"
P00480,Image,2023-02-01,2977,1825,959,5827,2026.0,U00066,Instagram,#stream
P00481,Image,2024-02-25,296,1451,1214,71068,917.9,U00124,YouTube,#guide
P00482,Text,2023-11-11,3288,1202,2344,19931,2379.0,U00276,Facebook,"#announcement,#stream"
P00483,Text,2023-12-07,3187,1547,2767,74742,2569.0,U00650,Instagram,#announcement
P00484,Text,2023-03-10,1728,917,933,71574,1246.2,U00296,Instagram,"#cosplay,#update"
P00485,Image,2024-04-05,592,1350,1689,70220,1148.5,U00672,Twitter,"#fanart,#event,#stream"
P00486,Video,2023-12-14,4574,1130,2718,66922,2984.0,U00128,Facebook,#guide
P00487,Video,2023-06-18,3623,1419,2395,73156,2593.4,U00605,YouTube,#event
P00488,Image,2024-02-04,703,1634,1310,84548,1164.4,U00621,YouTube,"#event,#guide,#update"
P00489,Text,2024-01-02,2601,1668,2250,97327,2215.8,U00939,Instagram,"#event,#stream,#cosplay"
P00490,Text,2023-01-23,1234,342,1093,20457,924.1,U00577,Facebook,"#event,#fanart"
P00491,Text,2023-04-27,1108,1689,896,77827,1218.7,U00239,Facebook,#update
P00492,Text,2023-12-24,2016,481,1513,38548,1404.6,U00852,Twitter,#fanart
P00493,Video,2023-02-07,1887,368,475,57211,1007.7,U00303,Facebook,#update
P00494,Image,2023-08-25,3337,51,1646,20340,1843.9,U00790,Twitter,"#announcement,#update"
P00495,Text,2024-03-14,2963,1286,1176,30330,1923.8,U00328,Twitter,"#cosplay,#announcement,#update"
P00496,Image,2023-03-10,4800,242,352,74075,2098.2,U00627,Instagram,#update
P00497,Text,2023-10-12,160,759,619,84768,477.4,U00858,Twitter,"#stream,#cosplay"
P00498,Image,2023-09-11,3545,381,2165,23583,2181.8,U00910,Facebook,"#update,#guide,#cosplay"
P00499,Image,2023-07-19,35,1604,1098,17381,824.6,U00146,Facebook,"#fanart,#guide"
P00500,Text,2023-05-19,557,1494,453,47400,806.9,U00845,Instagram,#update
P00501,Video,2023-07-14,3627,1336,2309,82338,2544.3,U00388,Facebook,"#fanart,#update"
P00502,Image,2023-05-05,892,709,1968,10311,1159.9,U00092,Facebook,#guide
P00503,Image,2023-08-05,1597,81,2837,29116,1514.2,U00373,Facebook,#guide
P00504,Image,2023-04-11,4233,579,2135,42489,2507.4,U00329,YouTube,"#update,#fanart,#stream"
P00505,Video,2024-03-21,3222,1021,2691,21223,2402.4,U00432,Twitter,"#event,#stream"
P00506,Video,2024-02-25,3977,1416,202,98252,2076.2,U00118,Instagram,#stream
P00507,Text,2024-04-29,4484,704,1517,45378,2459.9,U00280,Twitter,"#stream,#cosplay"
P00508,Text,2023-04-14,3335,1529,2809,99991,2635.4,U00073,Facebook,#fanart
P00509,Video,2023-08-20,14,759,1433,61178,663.2,U00626,Twitter,#stream
P00510,Image,2024-03-16,3972,40,694,5283,1809.0,U00085,Instagram,"#cosplay,#announcement"
P00511,Text,2023-12-18,613,751,2673,98947,1272.4,U00803,YouTube,"#announcement,#guide,#update"
P00512,Text,2024-02-23,3192,102,113,22979,1341.3,U00308,Instagram,"#cosplay,#event,#fanart"
P00513,Text,2024-04-25,1886,904,2520,50882,1781.6,U00315,Facebook,#guide
P00514,Video,2023-03-15,2665,289,570,58786,1323.7,U00313,Twitter,"#update,#announcement,#guide"
P00515,Text,2023-04-12,4234,250,1725,41395,2286.1,U00543,Facebook,"#guide,#cosplay,#stream"
P00516,Video,2023-01-02,2816,1863,2324,94915,2382.5,U00367,Twitter,"#update,#cosplay,#fanart"
P00517,Text,2024-01-23,505,913,761,49671,704.2,U00924,YouTube,#stream
P00518,Video,2024-01-04,3582,1832,1069,19753,2303.1,U00044,Facebook,#announcement
P00519,Image,2024-04-05,1509,208,1734,13792,1186.2,U00415,Twitter,#cosplay
P00520,Video,2023-04-14,3307,947,1937,43409,2188.0,U00074,Twitter,"#announcement,#update,#fanart"
P00521,Text,2023-10-11,2159,1562,2276,24193,2015.0,U00755,YouTube,"#update,#stream,#guide"
P00522,Video,2023-08-11,2585,974,952,33037,1611.8,U00329,Facebook,#event
P00523,Image,2023-10-04,3063,1094,1097,54667,1882.5,U00679,YouTube,#event
P00524,Text,2024-03-26,2079,372,1534,97433,1403.4,U00164,Twitter,"#event,#announcement,#update"
P00525,Text,2023-11-21,2627,1991,699,13051,1857.8,U00935,Twitter,"#event,#announcement,#fanart"
P00526,Text,2023-11-05,2512,1831,2771,36673,2385.4,U00680,Facebook,#guide
P00527,Image,2024-02-22,850,1880,1260,12050,1282.0,U00664,YouTube,"#guide,#update"
P00528,Video,2024-04-30,1757,1853,1145,1346,1602.2,U00150,Facebook,#guide
P00529,Video,2023-03-31,1151,148,496,16599,653.6,U00775,Instagram,"#announcement,#update,#fanart"
P00530,Video,2023-08-03,3961,1759,331,23246,2211.4,U00004,Instagram,#cosplay
